secouncils.gov.uk.json,SE Councils,"51.4051055, -0.3048565"
silverdale-pc-lancs.gov.uk.json,Silverdale Parish Council,"54.167465, -2.826756"
skelton-york.gov.uk.json,Skelton York,"53.998251, -1.129295"
sodburytowncouncil.gov.uk.json,Sodbury Town Council,"51.5351659, -2.3909379"
somersetdrainageboards.gov.uk.json,Somerset Drainage Boards,"51.0587013, -2.9499066"
sopley.gov.uk.json,Sopley,"50.771157, -1.778658"
southern-ifca.gov.uk.json,Southern Inshore Fisheries and Conservation Authorities,"50.7283344, -1.9267974"
sprowston-pc.gov.uk.json,Sprowston Parish Council,"52.656354, 1.320607"
sprowston-tc.gov.uk.json,Sprowston Town Council,"52.6306044, 1.3020255"
staffordshire-pcc.gov.uk.json,Staffordshire PCC,"52.7697957, -2.1045243"
stamfordtowncouncil.gov.uk.json,Stamford Town Council,"52.651282, -0.480216"
stannesonthesea-tc.gov.uk.json,Stannes on the Sea,"53.7530451, -3.0290963"
stbriavels-pc.gov.uk.json,St Briavels Parish Council,"51.7335489, -2.643101"
stcolumbmajor-tc.gov.uk.json,St Columb Major Town Council,"50.4352079, -4.9396942"
stdavids.gov.uk.json,St Davids,"51.881227, -5.265995"
steyningpc.gov.uk.json,Steyning Parish Council,"50.887403, -0.326676"
stneots-tc.gov.uk.json,St Neots Town Council,"52.2284859, -0.266069"
stokepogesparishcouncil.gov.uk.json,Stoke Poges Parish Council,"51.54817, -0.582716"
street-pc.gov.uk.json,Street Parish Council,"51.124679, -2.742919"
sturry-pc.gov.uk.json,Sturry Parish Council,"51.303576, 1.121071"
suffolk-pcc.gov.uk.json,Suffolk PCC,"52.1872472, 0.9707801"
supply4london.gov.uk.json,Supply4London,"51.508515, -0.1254872"
surrey-pcc.gov.uk.json,Surrey PCC,"51.2622513, -0.4672517"
surveillancecommissioners.gov.uk.json,Surveillance Commissioners,"51.4810347, -0.1358036"
sussex-pcc.gov.uk.json,Sussex PCC,"51.1615936, -0.1759655"
suttonbengerparishcouncil.gov.uk.json,Sutton Benger Parish Council,"51.505328, -2.083788"
swaffhamtowncouncil.gov.uk.json,Swaffham Town Council,"52.647466, 0.687481"
sway-pc.gov.uk.json,Sway Parish Council,"50.783928, -1.607339"
swmprobation.gov.uk.json,SWM Probation,"52.579865, -1.9875386"
tartanday.gov.uk.json,Tartan Day,"55.942082, -3.2693618"
thestukeleys-pc.gov.uk.json,The Stukeleys Parish Council,"52.355826, -0.2120291"
tintagelparishcouncil.gov.uk.json,Tintagel Parish Council,"50.66301, -4.75066"
tyneandwearltp.gov.uk.json,Tyne and Wear LTP,"54.9951837, -1.5666991"
uphollandpc.gov.uk.json,Upholland Parish Council,"53.541714, -2.73097"
upperbeeding-pc.gov.uk.json,Upper Beeding Parish Council,"50.88258, -0.303346"
upperrissington-pc.gov.uk.json,Upper Rissington,"51.5047931, -0.0854541"
upperwitham-idb.gov.uk.json,Upper Witham IDB,"52.7673816, -0.6277326"
walton-pc.gov.uk.json,Walton Parish Council,"51.38847, -0.416969"
wantagetowncouncil.gov.uk.json,Wantage Town Council,"51.588868, -1.426453"
wattontowncouncil.gov.uk.json,Watton Town Council,"52.570848, 0.828023"
wellington-shropshire.gov.uk.json,Wellington Shropshire,"52.703034, -2.518597"
wemrural-pc.gov.uk.json,Wemrural,"52.8758439, -2.6933174"
wendover-pc.gov.uk.json,Wendover Parish Council,"51.761877, -0.739779"
westburytowncouncil.gov.uk.json,Westbury Town Council,"51.256659, -2.185772"
westlondonwaste.gov.uk.json,West London Waste,"51.508515, -0.1254872"
westmidlands-probation.gov.uk.json,West-Midlands Probation,"52.4750743, -1.829833"
westwitteringparishcouncil.gov.uk.json,West Wittering Parish Council,"50.7805449, -0.895939"
wheatleyparishcouncil.gov.uk.json,Wheatley Parish Council,"51.746021, -1.129617"
whitchurch-hampshire-tc.gov.uk.json,Whitchurch Hampshire Town Council,"51.22977, -1.335304"
winslowtowncouncil.gov.uk.json,Winslow Town Council,"51.944859, -0.878737"
witham-1st-idb.gov.uk.json,Witham 1st IDB,"51.7978049, 0.6372179"
witham-3rd-idb.gov.uk.json,Witham 3rd IDB,"51.7978049, 0.6372179"
witham.gov.uk.json,Witham,"51.7978049, 0.6372179"
witney-tc.gov.uk.json,Witney Town Council,"51.7859365, -1.4850544"
wringtonparishcouncil.gov.uk.json,Wrington Parish Council,"51.364344, -2.7652"
www.audit-commission.gov.uk.json,Audit Commission,"51.4919838, -0.1258821"
www.aylesburytowncouncil.gov.uk.json,Aylesbury Town Council,"51.815606, -0.8084"
www.broxtonanddistrict-pc.gov.uk.json,Broxton and District Parish Council,"53.083173, -2.776854"
www.chickerell-tc.gov.uk.json,Chickerell Town Council,"50.624634, -2.503566"
www.chigwellparishcouncil.gov.uk.json,Chigwill Parish Council,"51.626281, 0.080647"
www.christleton-pc.gov.uk.json,Chirstleton Parish Council,"53.182608, -2.832952"
www.clevelandfire.gov.uk.json,Cleveland Fire,"52.0595254, -0.7768614"
www.darwin.gov.uk.json,Darwin,"52.7815113, -2.4263126"
www.dvlaonline.gov.uk.json,DVLA,"51.62144, -3.943646"
www.familysupportni.gov.uk.json,Family Support NI,"54.7877149, -6.4923145"
www.gmpa.gov.uk.json,GMPA,"53.4575955, -2.1578377"
www.great-linford.gov.uk.json,Great Linford,"51.488705, 0.41108"
www.herefordcitycouncil.gov.uk.json,Hereford City Council,"52.056398, -2.715974"
www.hexhamtowncouncil.gov.uk.json,Hexham Town Council,"54.972665, -2.1121439"
www.hmic.gov.uk.json,HMIC,"51.4933874, -0.144116"
www.lancsfire.gov.uk.json,Lancs Fire,"53.7612033, -2.6884519"
www.littlebudworth-pc.gov.uk.json,Little Budworth Parish Council,"53.183827, -2.605317"
www.littlestanney-pc.gov.uk.json,Little Stanney Parish Council,"53.259437, -2.884876"
www.localdirect.gov.uk.json,Local Direct,"51.4981179, -0.1424399"
www.marton-pc.gov.uk.json,Marton Parish Council,"52.317232, -1.401978"
www.matlock.gov.uk.json,Matlock,"53.137156, -1.551774"
www.nifca.gov.uk.json,NIFCA,"55.126957, -1.510277"
www.nimdta.gov.uk.json,NIMDTA,"54.5503424, -5.914993"
www.norfolkparishes.gov.uk.json,Norfolk Parishes,"52.6139686, 0.8864020"
www.norfolk-pcc.gov.uk.json,Norfolk PCC,"52.6139686, 0.8864021"
www.nypa.gov.uk.json,NYPA,"54.2503595, -1.4708553"
www.purleyonthames-pc.gov.uk.json,Purley on Thames Parish Council,"51.4839512, -1.0601893"
www.saughall.gov.uk.json,Saughall,"53.2233329, -2.959321"
www.somersetwaste.gov.uk.json,Somerset Waste,"51.0587013, -2.9499066"
www.taith.gov.uk.json,Taith,"53.2498081, -3.1332104"
www.threapwoodparishcouncil.gov.uk.json,Threapwood Parish Council,"52.99936, -2.839106"
www.warwickshire.gov.uk.json,Warwichshire,"52.282316, -1.584927"
